"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","FullBath","HalfBath","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold"
267916,1194,132,153,3,1,1,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","1","4","2010"
254000,686,172,91,2,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","1","4","2010"
230000,743,139,139,2,3,2,0,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","1","4","2010"
218500,971,170,170,2,4,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","0","1","5","2010"
243500,1003,232,119,2,4,2,1,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","3","2010"
212500,1750,176,114,2,3,3,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","4","2010"
171000,892,153,66,2,4,1,2,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","0","1","6","2010"
142250,892,114,114,2,3,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","4","2010"
159000,920,112,112,2,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","4","2010"
178900,899,140,140,2,3,2,0,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl","0","1","4","2010"
136300,985,165,50,2,3,2,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","5","2010"
84900,1232,161,161,0,6,2,0,2,5,"TA","TA","NAmes","RL","Duplex","Lvl","0","1","1","2010"
197600,903,229,106,2,3,2,0,1,5,"Gd","TA","NAmes","RL","1Fam","Lvl","1","1","3","2010"
172500,1613,145,73,2,3,2,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","1","1","2010"
178000,1057,105,100,1,2,1,0,1,6,"TA","Gd","NAmes","RL","1Fam","Lvl","1","1","1","2010"
135000,768,149,149,2,4,2,0,2,5,"TA","TA","NAmes","RL","Duplex","Lvl","0","1","3","2010"
214000,762,137,137,2,3,2,0,1,7,"Gd","Gd","NAmes","RL","1Fam","Lvl","0","1","2","2010"
136000,748,106,106,1,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","5","2010"
108538,996,112,112,1,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","5","2010"
159500,932,147,116,2,3,1,1,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","1","6","2010"
108000,779,124,77,1,3,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","2","2010"
135000,1017,99,80,1,2,1,0,1,5,"TA","Fa","NAmes","RL","1Fam","Lvl","0","1","5","2010"
122500,1012,90,90,1,3,1,0,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","6","2010"
119000,1262,92,92,1,2,1,0,1,5,"TA","TA","NAmes","RL","2fmCon","Lvl","0","1","4","2010"
105000,734,92,54,2,2,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","4","2010"
132000,749,114,76,1,3,1,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","5","2010"
148000,709,109,109,2,3,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","6","2010"
192000,907,130,130,2,2,1,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","1","5","2010"
80400,446,171,66,1,3,1,0,1,4,"TA","TA","OldTown","RM","1Fam","Lvl","1","1","1","2010"
109500,417,87,87,0,2,1,0,1,5,"TA","TA","OldTown","RM","1Fam","Lvl","1","1","5","2010"
143000,539,125,125,2,3,1,0,1,5,"TA","Gd","OldTown","RM","1Fam","Bnk","0","1","6","2010"
119000,641,116,77,1,3,1,0,1,6,"TA","Fa","OldTown","RM","1Fam","Lvl","0","1","1","2010"
129000,1101,152,95,1,3,1,0,1,5,"TA","Gd","OldTown","RM","1Fam","Lvl","1","1","6","2010"
1e+05,765,116,94,1,3,1,0,1,5,"TA","TA","OldTown","RM","1Fam","Lvl","0","1","3","2010"
12789,897,77,63,2,2,1,0,1,2,"TA","TA","OldTown","RM","1Fam","Lvl","1","0","6","2010"
150000,892,145,86,1,3,2,0,1,8,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","0","4","2010"
240000,836,211,32,2,3,3,0,1,8,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","1","4","2010"
76500,840,210,78,0,4,2,0,2,5,"TA","Fa","OldTown","RM","2fmCon","Lvl","0","0","6","2010"
140750,981,137,69,2,2,1,1,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","0","1","6","2010"
128500,542,150,92,1,3,1,1,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","3","2010"
209500,724,192,103,1,3,1,1,1,7,"TA","Gd","BrkSide","RL","1Fam","Bnk","1","0","5","2010"
87000,465,71,71,1,2,1,0,1,4,"TA","Gd","BrkSide","RM","1Fam","Lvl","0","0","4","2010"
134000,557,105,56,1,2,1,0,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","4","2010"
128000,557,111,53,2,3,1,1,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","1","1","3","2010"
132000,591,135,78,1,3,1,1,1,5,"TA","Gd","BrkSide","RM","1Fam","Lvl","1","1","3","2010"
139900,557,132,72,1,3,1,1,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","3","2010"
123900,580,97,49,2,2,1,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","0","1","5","2010"
138400,580,143,86,2,4,2,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","1","1","3","2010"
109500,569,99,104,1,2,1,0,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","1","1","3","2010"
149500,752,182,82,2,4,1,1,1,4,"TA","TA","OldTown","RM","1Fam","Lvl","1","1","6","2010"
159900,1198,145,72,0,3,1,1,1,6,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","1","5","2010"
122000,285,123,62,1,3,1,0,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","0","1","2","2010"
173000,1418,156,132,1,3,2,0,1,5,"TA","TA","ClearCr","RL","1Fam","Lvl","1","1","5","2010"
107500,988,114,64,1,3,1,1,1,5,"TA",NA,"ClearCr","RL","1Fam","Lvl","0","0","1","2010"
1e+05,920,129,113,0,3,1,0,1,5,"Fa","TA","SWISU","RL","2fmCon","Lvl","0","0","2","2010"
95000,558,85,56,1,3,1,0,1,6,"TA","TA","SWISU","RL","1Fam","Bnk","0","0","3","2010"
93369,599,175,66,0,4,1,1,1,4,"TA","TA","SWISU","C (all)","1Fam","Lvl","0","0","3","2010"
114900,562,156,80,2,2,2,0,2,5,"TA","TA","SWISU","RH","2fmCon","Lvl","1","1","6","2010"
136000,1001,170,170,0,4,2,0,2,4,"Fa","TA","Sawyer","RL","Duplex","Lvl","0","0","5","2010"
137900,725,83,80,1,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","1","6","2010"
137250,728,80,80,1,2,1,0,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","0","1","5","2010"
160250,690,128,123,2,3,1,0,1,5,"TA","TA","Sawyer","RL","Duplex","Lvl","1","1","5","2010"
163000,1043,134,67,2,4,1,1,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","1","1","3","2010"
270000,1864,138,132,2,1,1,1,1,7,"Gd","TA","ClearCr","RL","1Fam","Low","1","1","4","2010"
85000,860,70,61,2,2,1,0,1,4,"TA","TA","Sawyer","RL","1Fam","Lvl","0","0","6","2010"
230000,1587,184,104,2,4,2,1,1,6,"TA","Gd","ClearCr","RL","1Fam","Low","1","1","5","2010"
124000,1728,150,90,1,4,2,0,1,3,"TA","Fa","Edwards","RL","1Fam","Lvl","1","1","6","2010"
144500,1066,100,62,1,3,1,0,1,6,"TA","Gd","Edwards","RL","1Fam","Lvl","1","1","6","2010"
127000,869,142,70,1,3,1,0,1,4,"TA","TA","Edwards","RL","1Fam","Bnk","1","1","6","2010"
128000,885,109,109,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","6","2010"
308030,1624,140,140,2,1,1,0,1,7,"Gd","Gd","Edwards","RL","1Fam","Lvl","1","1","1","2010"
114000,1041,121,116,2,3,2,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","6","2010"
270000,1113,133,133,2,1,1,1,1,7,"Gd","Gd","SawyerW","RL","1Fam","Low","1","1","6","2010"
218000,1148,167,88,4,3,2,1,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","1","5","2010"
187000,684,114,114,2,2,2,0,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","1","3","2010"
138500,1322,134,63,2,3,2,0,1,6,"TA","TA","SawyerW","RL","1Fam","Lvl","0","1","3","2010"
159000,1032,90,81,2,2,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","1","7","2010"
191000,867,157,82,2,3,2,1,1,7,"TA","TA","CollgCr","RL","1Fam","Lvl","1","1","4","2010"
150000,1416,95,95,1,3,1,1,1,5,"Gd","TA","CollgCr","RL","1Fam","Lvl","0","1","6","2010"
127000,695,81,81,2,3,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","1","6","2010"
318000,965,184,184,3,3,2,1,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","5","2010"
240000,871,195,97,2,4,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","1","4","2010"
143750,412,79,79,2,1,1,0,1,6,"Gd","Gd","CollgCr","RM","TwnhsE","Lvl","0","1","4","2010"
84900,815,59,0,1,2,1,0,1,3,"TA","TA","Edwards","RL","1Fam","Lvl","0","0","4","2010"
155891,821,92,35,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","1","1","2010"
144000,933,111,111,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Low","0","1","6","2010"
64000,1096,104,69,2,2,1,0,1,4,"TA","Fa","Edwards","RL","1Fam","Lvl","0","0","6","2010"
125200,586,102,94,1,3,1,0,1,6,"TA","TA","Edwards","RL","1Fam","Lvl","1","1","6","2010"
90000,596,89,89,0,3,1,0,1,4,"TA","TA","Edwards","RL","1Fam","HLS","0","1","5","2010"
104000,451,120,103,1,2,2,0,1,5,"TA","Fa","SWISU","RL","1Fam","Bnk","1","0","5","2010"
126000,733,80,80,2,2,1,0,1,6,"TA","TA","SWISU","RL","1Fam","Lvl","1","1","3","2010"
160000,669,246,0,0,6,3,0,2,4,"TA","TA","SWISU","RH","Duplex","Lvl","0","1","2","2010"
1e+05,914,155,83,0,3,1,0,1,5,"TA","TA","SWISU","RL","1Fam","Lvl","1","1","5","2010"
257500,971,198,142,1,4,1,1,1,7,"Gd","TA","Crawfor","RL","1Fam","Lvl","1","1","7","2010"
215000,1449,202,96,2,5,2,1,2,5,"TA","TA","Crawfor","RL","Duplex","Lvl","0","1","3","2010"
203135,1825,153,39,2,3,2,1,1,7,"TA","Gd","Crawfor","RL","1Fam","Lvl","0","1","6","2010"
185000,363,96,91,2,1,1,0,1,8,"Gd","Gd","Blueste","RM","TwnhsE","HLS","1","1","4","2010"
162500,363,111,111,2,2,2,0,1,8,"Gd","Gd","Blueste","RM","TwnhsE","HLS","1","1","3","2010"
82000,758,50,45,1,1,1,0,1,2,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","1","4","2010"
110000,849,103,58,1,2,1,0,1,6,"TA","TA","IDOTRR","RM","1Fam","HLS","0","1","4","2010"
50138,809,88,70,1,3,1,0,1,4,"Fa","TA","IDOTRR","C (all)","1Fam","Lvl","0","1","6","2010"
246000,354,153,148,2,2,2,0,1,8,"Gd","Gd","Crawfor","RM","TwnhsE","HLS","1","1","5","2010"
254900,1027,178,97,3,3,2,1,1,8,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","1","5","2010"
190000,894,119,115,2,3,2,0,1,6,"TA","Gd","Mitchel","RL","1Fam","Lvl","1","1","5","2010"
170000,1185,190,182,2,5,3,0,2,6,"TA","TA","Mitchel","RL","Duplex","Lvl","0","1","3","2010"
220000,1105,125,124,3,3,2,0,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl","1","1","5","2010"
179781,911,113,113,2,2,2,0,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl","0","1","1","2010"
174000,911,134,36,2,3,2,1,1,5,"TA","TA","Timber","RL","1Fam","Lvl","0","1","4","2010"
169000,1421,117,99,2,2,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Bnk","1","1","6","2010"
173500,940,133,133,2,3,2,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","1","3","2010"
166500,1103,125,125,2,3,2,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","1","1","6","2010"
119500,222,88,88,1,2,1,0,1,5,"TA","TA","MeadowV","RM","Twnhs","Low","1","1","5","2010"
76000,137,101,51,0,3,1,1,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl","0","1","3","2010"
88250,177,101,51,0,3,1,1,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl","0","1","6","2010"
85500,176,101,51,1,3,1,1,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl","0","1","6","2010"
130000,646,81,80,1,3,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","6","2010"
149900,1197,77,77,2,2,1,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","1","4","2010"
159000,715,226,113,2,4,4,2,2,5,"TA","TA","Mitchel","RL","Duplex","Lvl","0","1","2","2010"
136000,973,118,58,2,3,1,1,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","3","2010"
161000,980,137,80,1,5,2,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","1","4","2010"
285000,919,168,156,2,3,2,1,1,8,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","1","2","2010"
231000,1204,167,107,2,3,2,1,1,6,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","1","3","2010"
124500,1208,82,82,1,2,1,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","10","2009"
157000,948,133,133,2,4,2,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","1","6","2009"
189500,946,149,88,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
270000,1096,212,94,3,4,2,1,1,8,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","8","2009"
189000,780,151,36,2,3,2,1,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","6","2009"
375000,678,234,205,2,1,2,0,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl","1","1","11","2009"
240000,686,137,132,2,2,2,0,1,8,"TA","TA","StoneBr","RL","1Fam","Lvl","0","1","7","2009"
239500,744,161,147,2,2,2,0,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl","0","1","9","2009"
177500,829,128,36,2,3,2,1,1,7,"Gd","TA","Gilbert","RL","1Fam","Lvl","1","1","2","2009"
191000,697,152,88,2,3,2,1,1,6,"Gd","TA","Gilbert","RL","1Fam","Lvl","1","1","10","2009"
181316,818,141,66,2,3,2,1,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
166000,674,111,110,2,3,2,0,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl","1","1","11","2009"
185000,1106,180,104,2,3,2,1,1,5,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
154000,1231,190,77,2,4,2,1,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","5","2009"
2e+05,1015,155,133,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","8","2009"
249000,1151,248,97,2,4,2,1,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","1","8","2009"
184000,1030,159,106,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","5","2009"
240900,650,175,86,2,3,2,1,1,7,"Gd","Ex","Somerst","FV","1Fam","Lvl","1","1","6","2009"
220000,697,174,98,2,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","1","3","2009"
235000,787,168,90,2,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","1","10","2009"
213000,871,151,151,2,3,2,0,1,5,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","6","2009"
167900,942,104,104,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","4","2009"
158000,1027,111,109,2,3,2,0,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl","1","1","8","2009"
128000,727,110,110,2,2,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","3","2009"
143000,791,98,97,1,3,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","7","2009"
76500,654,80,80,2,3,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","9","2009"
130000,836,80,80,2,3,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","1","7","2009"
111000,156,92,45,1,2,1,1,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl","0","1","7","2009"
97000,156,92,45,1,2,1,1,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl","0","1","7","2009"
146000,214,144,75,2,3,2,1,1,6,"TA","TA","NPkVill","RL","TwnhsE","Lvl","1","1","9","2009"
123000,212,98,98,2,2,2,0,1,7,"TA","TA","NPkVill","RL","Twnhs","Lvl","1","1","8","2009"
137900,218,135,79,2,3,2,1,1,6,"TA","TA","NPkVill","RL","Twnhs","Lvl","1","1","5","2009"
147000,220,144,75,2,3,2,1,1,6,"TA","TA","NPkVill","RL","TwnhsE","Lvl","1","1","7","2009"
138000,220,135,79,2,3,2,1,1,6,"Gd","TA","NPkVill","RL","TwnhsE","Lvl","1","1","4","2009"
128500,195,78,78,1,2,1,0,1,7,"TA","TA","NPkVill","RL","TwnhsE","Lvl","0","1","10","2009"
148800,995,104,80,2,3,1,0,1,5,"Gd","TA","NAmes","RL","1Fam","Lvl","1","1","7","2009"
462000,1325,258,165,3,4,3,1,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","6","2009"
398800,1147,250,127,3,3,2,1,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","7","2009"
404000,1147,188,188,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","5","2009"
610000,1272,248,244,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","3","2009"
360000,1076,161,161,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","7","2009"
296000,1567,166,166,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","4","2009"
409900,2165,234,140,3,5,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","6","2009"
335000,963,162,162,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","6","2009"
3e+05,1010,142,140,3,2,2,0,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","2","2009"
324000,1255,168,165,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","1","3","2009"
269500,1196,164,164,2,3,2,0,1,7,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","6","2009"
445000,1419,228,228,3,3,2,0,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","7","2009"
290000,1232,223,101,3,4,3,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","6","2009"
255900,897,149,148,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","7","2009"
213000,641,126,126,2,2,2,0,1,6,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","8","2009"
184500,476,121,121,2,1,2,0,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl","1","1","3","2009"
212500,958,126,125,2,2,2,0,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","5","2009"
552000,1378,232,232,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","HLS","1","1","2","2009"
382500,1418,204,204,3,3,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","1","7","2009"
320000,687,175,175,2,2,2,0,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl","1","1","5","2009"
248500,601,135,135,2,2,2,0,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl","1","1","4","2009"
286500,1558,159,159,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","1","9","2009"
173000,323,131,131,2,2,2,0,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","1","11","2009"
184000,1015,135,68,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","6","2009"
167800,829,138,69,2,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
180000,296,113,113,2,2,2,0,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl","1","1","8","2009"
170000,876,128,36,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","8","2009"
189500,742,151,81,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","9","2009"
195500,941,148,79,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
192000,833,138,73,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","6","2009"
178000,759,125,65,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","5","2009"
257500,1198,186,81,3,4,2,1,1,8,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","7","2009"
167000,904,128,36,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","1","5","2009"
190000,783,141,74,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","6","2009"
156000,720,133,36,2,3,2,1,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl","1","1","3","2009"
245000,1477,215,109,3,4,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","1","5","2009"
