"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","FullBath","HalfBath","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold"
143000,538,129,129,2,3,1,0,1,5,"TA","Gd","OldTown","RM","1Fam","Bnk","0","0","6","2010"
119000,646,118,75,1,3,1,0,1,6,"TA","Fa","OldTown","RM","1Fam","Lvl","0","0","1","2010"
129000,1098,151,97,1,3,1,0,1,5,"TA","Gd","OldTown","RM","1Fam","Lvl","1","0","6","2010"
1e+05,764,118,97,1,3,1,0,1,5,"TA","TA","OldTown","RM","1Fam","Lvl","0","0","3","2010"
12789,893,75,65,2,2,1,0,1,2,"TA","TA","OldTown","RM","1Fam","Lvl","1","0","6","2010"
150000,893,140,86,1,3,2,0,1,8,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","0","4","2010"
240000,840,215,32,2,3,3,0,1,8,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","0","4","2010"
76500,840,215,75,0,4,2,0,2,5,"TA","Fa","OldTown","RM","2fmCon","Lvl","0","0","6","2010"
140750,980,140,65,2,2,1,1,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","0","0","6","2010"
128500,538,151,97,1,3,1,1,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","0","0","3","2010"
209500,721,194,108,1,3,1,1,1,7,"TA","Gd","BrkSide","RL","1Fam","Bnk","1","0","5","2010"
87000,463,75,75,NA,2,1,0,1,4,"TA","Gd","BrkSide","RM","1Fam","Lvl","0","0","4","2010"
134000,560,108,54,1,2,1,0,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","0","4","2010"
128000,560,108,54,2,3,1,1,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","1","0","3","2010"
132000,592,140,75,1,3,1,1,1,5,"TA","Gd","BrkSide","RM","1Fam","Lvl","1","0","3","2010"
139900,560,129,75,1,3,1,1,1,6,"TA","TA","BrkSide","RM","1Fam","Lvl","0","0","3","2010"
123900,581,97,54,2,2,1,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","0","0","5","2010"
138400,581,140,86,2,4,2,0,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl","1","0","3","2010"
109500,570,97,NA,1,2,1,0,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","1","0","3","2010"
149500,753,183,86,2,4,1,1,1,4,"TA","TA","OldTown","RM","1Fam","Lvl","1","0","6","2010"
159900,1195,140,75,0,3,1,1,1,6,"Gd","Gd","OldTown","RM","1Fam","Lvl","0","0","5","2010"
122000,280,118,65,1,3,1,0,1,6,"TA","TA","OldTown","RM","1Fam","Lvl","0","0","2","2010"
173000,1421,151,129,1,3,2,0,1,5,"TA","TA","ClearCr","RL","1Fam","Lvl","1","0","5","2010"
107500,990,118,65,1,3,1,1,1,5,"TA","TA","ClearCr","TA","1Fam","Lvl","0","0","1","2010"
1e+05,915,129,108,0,3,1,0,1,5,"Fa","TA","SWISU","RL","2fmCon","Lvl","0","0","2","2010"
95000,560,86,54,1,3,1,0,1,6,"TA","TA","SWISU","RL","1Fam","Bnk","0","0","3","2010"
93369,603,172,65,0,4,1,1,1,4,"TA","TA","SWISU","C (all)","1Fam","Lvl","0","0","3","2010"
114900,560,151,75,NA,2,2,0,2,5,"TA","TA","SWISU","RH","2fmCon","Lvl","1","0","6","2010"
136000,1001,172,172,0,4,2,0,2,4,"Fa","TA","Sawyer","RL","Duplex","Lvl","0","0","5","2010"
137900,721,86,75,1,3,1,0,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl","0","0","6","2010"
137250,732,75,75,1,2,1,0,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","0","0","5","2010"
160250,689,129,NA,2,3,1,0,1,5,"TA","TA","Sawyer","RL","Duplex","Lvl","1","0","5","2010"
163000,1044,129,65,2,4,1,1,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl","1","0","3","2010"
270000,1862,140,129,NA,1,1,1,1,7,"Gd","TA","ClearCr","RL","1Fam","Low","1","0","4","2010"
85000,861,75,65,2,2,1,0,1,4,"TA","TA","Sawyer","RL","1Fam","Lvl","0","0","6","2010"
230000,1582,183,108,2,4,2,1,1,6,"TA","Gd","ClearCr","RL","1Fam","Low","1","0","5","2010"
124000,1733,151,86,1,4,2,0,1,3,"TA","Fa","Edwards","RL","1Fam","Lvl","1","0","6","2010"
144500,1066,97,65,1,3,1,0,1,6,"TA","Gd","Edwards","RL","1Fam","Lvl","1","0","6","2010"
127000,872,140,75,1,3,1,0,1,4,"TA","TA","Edwards","RL","1Fam","Bnk","1","0","6","2010"
128000,883,108,108,NA,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","0","6","2010"
308030,1625,140,140,2,1,1,0,1,7,"Gd","Gd","Edwards","RL","1Fam","Lvl","1","0","1","2010"
114000,1044,118,118,2,3,2,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","0","6","2010"
270000,1109,129,129,2,1,1,1,1,7,"Gd","Gd","SawyerW","RL","1Fam","Low","1","0","6","2010"
218000,1152,172,86,4,3,2,1,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl","1","0","5","2010"
187000,689,118,NA,2,2,2,0,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","0","0","3","2010"
138500,1324,129,65,2,3,2,0,1,6,"TA","TA","SawyerW","RL","1Fam","Lvl","0","0","3","2010"
159000,1033,86,86,2,2,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","0","7","2010"
191000,872,161,86,2,3,2,1,1,7,"TA","TA","CollgCr","RL","1Fam","Lvl","1","0","4","2010"
150000,1421,97,NA,1,3,1,1,1,5,"Gd","TA","CollgCr","RL","1Fam","Lvl","0","0","6","2010"
127000,700,86,86,2,3,1,0,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl","0","0","6","2010"
318000,969,183,183,3,3,2,1,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","0","5","2010"
240000,872,194,97,2,4,2,1,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl","1","0","4","2010"
143750,409,75,75,2,1,1,0,1,6,"Gd","Gd","CollgCr","RM","TwnhsE","Lvl","0","0","4","2010"
84900,818,54,0,1,2,1,0,1,3,"TA","TA","Edwards","RL","1Fam","Lvl","0","0","4","2010"
155891,818,97,32,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Lvl","0","0","1","2010"
144000,936,108,108,1,3,1,0,1,5,"TA","TA","Edwards","RL","1Fam","Low","0","0","6","2010"
64000,1098,108,65,2,2,1,0,1,4,"TA","Fa","Edwards","RL","1Fam","Lvl","0","0","6","2010"
125200,581,97,97,1,3,1,0,1,6,"TA","TA","Edwards","RL","1Fam","Lvl","1","0","6","2010"
90000,592,86,86,0,3,1,0,1,4,"TA","TA","Edwards","RL","1Fam","HLS","0","0","5","2010"
104000,452,118,108,1,2,2,0,1,5,"TA","Fa","SWISU","RL","1Fam","Bnk","1","0","5","2010"
126000,732,75,75,2,2,1,0,1,6,"TA","TA","SWISU","RL","1Fam","Lvl","1","0","3","2010"
160000,667,248,0,0,6,3,0,2,4,"TA","TA","SWISU","RH","Duplex","Lvl","0","0","2","2010"
1e+05,915,151,86,0,3,1,0,1,5,"TA","TA","SWISU","RL","1Fam","Lvl","1","0","5","2010"
257500,969,194,140,1,4,1,1,1,7,"Gd","TA","Crawfor","RL","1Fam","Lvl","1","0","7","2010"
215000,1453,205,97,2,5,2,1,2,5,"TA","TA","Crawfor","RL","Duplex","Lvl","0","0","3","2010"
203135,1830,151,43,2,3,2,1,1,7,"TA","Gd","Crawfor","RL","1Fam","Lvl","0","0","6","2010"
185000,366,97,86,2,1,1,0,1,8,"Gd","Gd","Blueste","RM","TwnhsE","HLS","1","0","4","2010"
162500,366,108,108,2,2,2,0,1,8,"Gd","Gd","Blueste","RM","TwnhsE","HLS","1","0","3","2010"
82000,753,54,43,1,1,1,0,1,2,"TA","TA","IDOTRR","RM","1Fam","Lvl","0","0","4","2010"
110000,850,108,54,1,2,1,0,1,6,"TA","TA","IDOTRR","RM","1Fam","HLS","0","0","4","2010"
50138,807,86,75,1,3,1,0,1,4,"Fa","TA","IDOTRR","C (all)","1Fam","Lvl","0","0","6","2010"
246000,355,151,151,2,2,2,0,1,8,"Gd","Gd","Crawfor","RM","TwnhsE","HLS","1","0","5","2010"
254900,1023,183,97,3,3,2,1,1,8,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","0","5","2010"
190000,893,118,118,2,3,2,0,1,6,"TA","Gd","Mitchel","RL","1Fam","Lvl","1","0","5","2010"
170000,1184,194,183,2,5,3,0,2,6,"TA","TA","Mitchel","RL","Duplex","Lvl","0","0","3","2010"
220000,1109,129,129,3,3,2,0,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl","1","0","5","2010"
179781,915,108,108,2,2,2,0,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl","0","0","1","2010"
174000,915,129,32,2,3,2,1,1,5,"TA","TA","Timber","RL","1Fam","Lvl","0","0","4","2010"
169000,1421,118,97,2,2,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Bnk","1","0","6","2010"
173500,936,129,129,2,3,2,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","0","3","2010"
166500,1098,129,129,NA,3,2,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","1","0","6","2010"
119500,226,86,86,1,2,1,0,1,5,"TA","TA","MeadowV","RM","Twnhs","Low","1","0","5","2010"
76000,140,97,54,0,3,1,1,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl","0","0","3","2010"
88250,172,97,54,0,3,1,1,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl","0","0","6","2010"
85500,172,97,54,1,3,1,1,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl","0","0","6","2010"
130000,646,86,75,1,3,1,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","0","6","2010"
149900,1195,75,75,2,2,1,0,1,5,"TA","Gd","Mitchel","RL","1Fam","Lvl","0","0","4","2010"
159000,710,226,108,2,4,4,2,2,5,"TA","TA","Mitchel","RL","Duplex","Lvl","0","0","2","2010"
136000,969,118,54,2,3,1,1,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","0","3","2010"
161000,980,140,75,1,5,2,0,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl","0","0","4","2010"
285000,915,172,151,2,3,2,1,1,8,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","0","2","2010"
231000,1206,172,108,2,3,2,1,1,6,"Gd","Gd","Mitchel","RL","1Fam","Lvl","1","0","3","2010"
124500,1206,86,86,1,2,1,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","0","0","10","2009"
157000,947,129,129,2,4,2,0,1,6,"TA","TA","NAmes","RL","1Fam","Lvl","1","0","6","2009"
189500,947,151,86,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
270000,1098,215,97,3,4,2,1,1,8,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","8","2009"
189000,775,151,32,2,3,2,1,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl","1","0","6","2009"
375000,678,237,205,2,1,2,0,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl","1","0","11","2009"
240000,689,140,129,2,2,2,0,1,8,"TA","TA","StoneBr","RL","1Fam","Lvl","0","0","7","2009"
239500,743,161,151,2,2,2,0,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl","0","0","9","2009"
177500,829,129,32,2,3,2,1,1,7,"Gd","TA","Gilbert","RL","1Fam","Lvl","1","0","2","2009"
191000,700,151,86,2,3,2,1,1,6,"Gd","TA","Gilbert","RL","1Fam","Lvl","1","0","10","2009"
181316,818,140,65,NA,3,2,1,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
166000,678,108,108,2,3,2,0,1,6,"TA","Gd","Gilbert","RL","1Fam","Lvl","1","0","11","2009"
185000,1109,183,108,2,3,2,1,1,5,"TA","TA","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
154000,1227,194,75,2,4,2,1,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","0","5","2009"
2e+05,1012,151,129,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","0","8","2009"
249000,1152,248,97,2,4,2,1,1,7,"TA","Gd","NWAmes","RL","1Fam","Lvl","1","0","8","2009"
184000,1033,161,108,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","0","5","2009"
240900,646,172,86,2,3,2,1,1,7,"Gd","Ex","Somerst","FV","1Fam","Lvl","1","0","6","2009"
220000,700,172,97,NA,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","0","3","2009"
235000,786,172,86,2,3,2,1,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl","1","0","10","2009"
213000,872,151,151,2,3,2,0,1,5,"TA","TA","NWAmes","RL","1Fam","Lvl","1","0","6","2009"
167900,947,108,108,2,3,2,0,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl","1","0","4","2009"
158000,1023,108,108,2,3,2,0,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl","1","0","8","2009"
128000,732,108,108,2,2,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","0","3","2009"
143000,786,97,97,1,3,1,1,1,5,"TA","TA","NAmes","RL","1Fam","Lvl","0","0","7","2009"
76500,657,75,75,2,3,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","0","9","2009"
130000,840,75,NA,2,3,1,0,1,4,"TA","TA","NAmes","RL","1Fam","Lvl","0","0","7","2009"
111000,151,97,43,1,2,1,1,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl","0","0","7","2009"
97000,151,97,43,1,2,1,1,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl","0","0","7","2009"
146000,215,140,75,2,3,2,1,1,6,"TA","TA","NPkVill","RL","TwnhsE","Lvl","1","0","9","2009"
123000,215,97,97,2,2,2,0,1,7,"TA","TA","NPkVill","RL","Twnhs","Lvl","1","0","8","2009"
137900,215,140,75,NA,3,2,1,1,6,"TA","TA","NPkVill","RL","Twnhs","Lvl","1","0","5","2009"
147000,215,140,75,2,3,2,1,1,6,"TA","TA","NPkVill","RL","TwnhsE","Lvl","1","0","7","2009"
138000,215,140,75,2,3,2,1,1,6,"Gd","TA","NPkVill","RL","TwnhsE","Lvl","1","0","4","2009"
128500,194,75,75,1,2,1,0,1,7,"TA","TA","NPkVill","RL","TwnhsE","Lvl","0","0","10","2009"
148800,990,108,75,2,3,1,0,1,5,"Gd","TA","NAmes","RL","1Fam","Lvl","1","0","7","2009"
462000,1324,258,161,3,4,3,1,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","6","2009"
398800,1152,248,129,3,3,2,1,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","0","7","2009"
404000,1152,183,183,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","5","2009"
610000,1270,248,248,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","3","2009"
360000,1076,161,161,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","7","2009"
296000,1572,161,161,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","0","4","2009"
409900,2164,237,140,3,5,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","0","6","2009"
335000,958,161,161,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","6","2009"
3e+05,1012,140,140,3,2,2,0,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","0","2","2009"
324000,1259,172,161,3,3,2,0,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl","1","0","3","2009"
269500,1195,161,161,2,3,2,0,1,7,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","0","6","2009"
445000,1421,226,226,3,3,2,0,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","0","7","2009"
290000,1227,226,97,3,4,3,1,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","0","6","2009"
255900,893,151,151,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","0","7","2009"
213000,646,129,129,2,2,2,0,1,6,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","0","8","2009"
184500,474,118,118,2,1,2,0,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl","1","0","3","2009"
212500,958,129,129,2,2,2,0,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","0","5","2009"
552000,1378,237,237,3,2,2,1,1,10,"Ex","Ex","NridgHt","RL","1Fam","HLS","1","0","2","2009"
382500,1421,205,205,3,3,2,1,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl","1","0","7","2009"
320000,689,172,172,2,2,2,0,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl","1","0","5","2009"
248500,603,140,140,2,2,2,0,1,9,"Ex","Ex","NridgHt","RL","TwnhsE","Lvl","1","0","4","2009"
286500,1561,161,161,3,3,2,0,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl","1","0","9","2009"
173000,323,129,129,2,2,2,0,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl","1","0","11","2009"
184000,1012,140,65,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","6","2009"
167800,829,140,65,2,3,2,1,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
180000,291,108,108,2,2,2,0,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl","1","0","8","2009"
170000,872,129,32,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","8","2009"
189500,743,151,86,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","9","2009"
195500,936,151,75,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
192000,829,140,NA,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","6","2009"
178000,764,129,65,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","5","2009"
257500,1195,183,86,3,4,2,1,1,8,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","7","2009"
167000,904,129,32,2,3,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","0","0","5","2009"
190000,786,140,75,2,3,2,1,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl","1","0","6","2009"
156000,721,129,32,2,3,2,1,1,7,"TA","TA","Gilbert","RL","1Fam","Lvl","1","0","3","2009"
245000,1475,215,108,3,4,2,1,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl","1","0","5","2009"
