"","URL","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE.OR.PROVINCE","ZIP.OR.POSTAL.CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.https...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","Description","is_active"
"11","https://www.redfin.com/IA/Ames/1811-Ledges-Dr-50010/home/146473548","MLS Listing",NA,"Single Family Residential","1811 Ledges Dr","Ames","IA",50010,610000,4,3,"Ames",1653,9888,2023,71,369,30,"Active",NA,NA,"https://www.redfin.com/IA/Ames/1811-Ledges-Dr-50010/home/146473548","DMMLS","689161","N","Y",42.0768264,-93.6343995,"SPECIAL PROMOTION:  $10,000 credit to the buyer for upgrades or pricing discount with accepted offer before 4/15/2024!  Call agent for more details. Built with the integrity of a small local builder, this home features a high-end Kitchen w/ walk-in huge pantry. Luxuriate in your soaking tub in a private Master Suite bath with dual sinks, on grade walk-in tile shower. Main level laundry with built-in folding table, mudroom with lockers/closet, Entertain with ease bathed in beautiful natural lighting, Finished basement w/ wet bar, totally tricked out! A large 3 car garage with finished drywall, EV outlet, passive radon pre-plumbed. Most of all, you can walk to your heart's content from Home to Ada Hayden Park. Gilbert schools.  ",1
"12","https://www.redfin.com/IA/Ames/1935-Stevenson-Dr-50010/home/128866533","MLS Listing",NA,"Single Family Residential","1935 Stevenson Dr","Ames","IA",50010,440000,4,3,"Ames",2402,10400,1979,61,183,NA,"Active",NA,NA,"https://www.redfin.com/IA/Ames/1935-Stevenson-Dr-50010/home/128866533","CIBOR","64052","N","Y",42.0526645,-93.6348821,"Welcome to 1935 Stevenson Dr. , a delightful family home nestled in the heart of Ames, Iowa. This charming residence offers a warm and inviting ambiance, boasting a combination of modern amenities and timeless appeal. With 4 bedrooms and 4 bathrooms, this property is well-suited for families of all sizes. Step inside this generously proportioned home and discover the well-designed layout that accommodates the needs of a growing family while providing ample space for relaxation and entertainment. Natural light floods through large windows, creating a bright and cheerful atmosphere throughout the day. The kitchen is a chef's dream, featuring high-quality appliances, plenty of counter space, and abundant storage for all your culinary needs. Adjacent to the kitchen, the cozy living room offers a retreat, perfect for unwinding after a long day or hosting gatherings with friends and loved ones. The dining area, just steps away, provides an elegant space for family meals and dinner parties, creating a seamless flow between the kitchen and entertainment spaces. With 4 bedrooms, there's plenty of room for everyone in the family to have their private space. Each bedroom is thoughtfully designed to ensure comfort and relaxation. Additionally, having 4 bathrooms ensures convenience for all residents and guests. Beyond the interior, the property boasts a screened-in deck that adds a wonderful outdoor living space for you to enjoy throughout the seasons. Whether it's a morning coffee, an evening breeze, or a gathering with friends, the screened-in deck offers a perfect spot to embrace the outdoors while remaining protected from the elements. Conveniently located, this home offers easy access to a range of amenities and attractions. This home is in the Parkview Heights development and located in the Fellows school district. Nearby parks and recreational areas offer opportunities for outdoor activities and leisure. Various shops, restaurants, and cafes are just a short drive away, catering to all your needs and culinary preferences. Additionally, with easy access to major roadways and public transportation options, commuting is a breeze. Don't miss the chance to make this charming residence your forever home. Schedule a viewing today and experience the warm ambiance and convenience this home has to offer. New roof in 2021, all 2nd floor windows are new, garage addtition in 2021. ",1
"13","https://www.redfin.com/IA/Ames/2020-Aikman-Dr-50010/home/187914599","MLS Listing",NA,"Condo/Co-op","2020 Aikman Dr","Ames","IA",50010,429900,3,2,"Ames",1600,4554,2024,111,269,200,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2020-Aikman-Dr-50010/home/187914599","DMMLS","687091","N","Y",42.076886,-93.637111,"Looking for an Indulgent Lifestyle? Hayden's Ridge Ranch Goldfinch Townhome offers high Quality Construction; luxe finishes and carefree, zero entry, one level living with a grand, covered, lit patio. You'll love the 9'-11' ceilings and sunny expansive windows with views of the natural green space. Close to Ada Hayden and within 2 miles of shopping and Somerset. Upgrade options available. Builder Warranty included. Estimated Completion June 2024 ",1
"14","https://www.redfin.com/IA/Ames/207-Cooper-Ct-50014/home/128709296","MLS Listing",NA,"Condo/Co-op","207 Cooper Ct","Ames","IA",50014,159900,2,2,"Ames",955,3257,1980,42,167,176,"Active",NA,NA,"https://www.redfin.com/IA/Ames/207-Cooper-Ct-50014/home/128709296","DMMLS","690959","N","Y",42.0212456,-93.6809239,"Prime 2nd floor location with views!  This unit has a new kitchen, new bath, new paint, flooring, trim, interior doors, windows, new appliances including washer and dryer. This is a super unit with everything done and ready for you to enjoy!  Private balcony and a wood fireplace. You'll never have to hear footsteps above you and the best views out of windows. So convenient to the bus stops, ISU, shopping but located in a quiet neighborhood. While these units cannot be rented, you can buy for a family member to live in and even have a pet (under 35lb). The HOA covers everything on the outside so you can go jump in the community pool on a nice warm day or enjoy your free time at home! Amazing large storage closet, 1 car detached garage.  ",1
"15","https://www.redfin.com/IA/Ames/2103-Lacey-Dr-50010/home/187914572","MLS Listing",NA,"Townhouse","2103 Lacey Dr","Ames","IA",50014,369900,3,2.5,"Ames",1814,2025,2023,11,204,200,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2103-Lacey-Dr-50010/home/187914572","CIBOR","64448","N","Y",42.07754,-93.637573,"New luxury townhomes in North Ames with path access to Ada Hayden Lake. Sharp and sophisticated finishes. The sprawling kitchen is ideal for entertaining or beautifully suited for an indulgent baker or cook with a surprisingly abundant amount of counter and cabinet space making this the heart of this home. Three good-sized bedrooms - 2.5 baths with an oversized attached 2-car garage. This new build is complete and ready to move in to.  ",1
"16","https://www.redfin.com/IA/Ames/2105-Lacey-Dr-50010/home/187914573","MLS Listing",NA,"Townhouse","2105 Lacey Dr","Ames","IA",50010,369900,3,2.5,"Ames",1814,2028,2023,19,204,200,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2105-Lacey-Dr-50010/home/187914573","CIBOR","64380","N","Y",42.077536,-93.6376779,"New luxury townhomes in North Ames with path access to Ada Hayden Lake. Sharp and sophisticated finishes. The sprawling kitchen is ideal for entertaining or beautifully suited for an indulgent baker or cook with a surprisingly abundant amount of counter and cabinet space making this the heart of this home. Three good-sized bedrooms - 2.5 baths with an oversized attached 2-car garage. This new build is complete and ready to move in to. Call Kate Orngard at 515-520-0890 to schedule a showing today! ",1
"17","https://www.redfin.com/IA/Ames/2119-Aikman-Dr-50010/home/187914579","MLS Listing",NA,"Condo/Co-op","2119 Aikman Dr","Ames","IA",50010,355000,3,2.5,"Ames",1539,2069,2022,4,231,200,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2119-Aikman-Dr-50010/home/187914579","DMMLS","693490","N","Y",42.0772,-93.638297,"This 3 bd/2.5 ba model townhome has more to brag about than just it's fabulous location!   Its easy design caters to the homeowner with high-expectations and who would rather play and entertain rather than work on home maintenance. Bright and airy with 9' main floor ceilings and oversize windows throughout. This home is beautifully appointed with many bells and whistles!  The huge kitchen will energize the cook with ample cabinet space to tuck everything away  &  counter space worthy of entertaining. What about storage for your toys you ask. .. how about an oversized, attached 2-car garage with epoxy floors, built-in overhead storage, complete with heater. A welcome asset year round. New, Easy and Indulgent - what more could you hope for?!   * Bonus - This although a model, has never been lived in and will qualify for a 1-year builder's warranty - Huzzah! ",1
"18","https://www.redfin.com/IA/Ames/2124-Hughes-St-50014/home/128921929","MLS Listing",NA,"Single Family Residential","2124 Hughes Ave","Ames","IA",50014,399000,5,3,"Ames",2156,12560,1923,109,185,NA,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2124-Hughes-St-50014/home/128921929","CIBOR","63796","N","Y",42.0167582,-93.6434536,"Don't miss your opportunity to own this unique 2 story home in the heart of campus-town! So much potential inside and out! Incredible screened in porch to enjoy the big yard. Come take a look at this home today! ",1
"19","https://www.redfin.com/IA/Ames/2137-Friley-Rd-50014/home/128922035","MLS Listing",NA,"Single Family Residential","2137 Friley Rd","Ames","IA",50014,379900,3,2.5,"Ames",1444,13600,1941,21,263,NA,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2137-Friley-Rd-50014/home/128922035","CIBOR","64356","N","Y",42.0151093,-93.6421371,"Historic charm meets modern comfort in this exquisite home near all things Iowa State. Located in the heart of the cherished  neighborhood of Colonial Village, steps away from ISU and the iconic Jack Trice Football Stadium, this meticulously restored home offers the perfect blend of timeless elegance and updated convenience. Thoughtfully renovated for modern living while retaining the authentic character the features include a complete new kitchen, appliances and granite countertops, preserved hardwoods and new paint throughout. Completely renovated bathrooms with spacious new primary closets make this an exquisite gem. Lower level is in top notch shape for an office, play room or additional family room. Don't miss the tricked out garage for all of your game day entertaining and tailgating!  The garage spills into the spacious backyard oasis with tended, lush gardens, patio and dining space. Complete with a new drive way many new perennial beds, a charming family oriented street, life in Ames couldn't be better! Don't miss this rare opportunity to own this turn key updated piece of history! ",1
"20","https://www.redfin.com/IA/Ames/2145-Prairie-View-East-50010/home/128720518","MLS Listing",NA,"Single Family Residential","2145 Prairie Vw E","Ames","IA",50010,498000,0,NA,"Ames",3030,12793,1984,15,164,NA,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2145-Prairie-View-East-50010/home/128720518","DMMLS","692786","N","Y",42.0433655,-93.6382868,"All information obtained from Seller and public records.  ",1
"21","https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-208/home/169835953","MLS Listing",NA,"Condo/Co-op","2200 Hamilton Dr #208","Ames","IA",50014,215000,2,2,"Ames",934,3747,1986,29,230,2359,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-208/home/169835953","CIBOR","64296","N","Y",42.00225,-93.6454088,"Charming location! 2200 Hamilton Drive, Unit 208 is a cozy two-bedroom and two-bathroom apartment home in the Oaks Neighborhood. This bright and sunny home offer you plenty of space to relax. The large living room opens to a spacious balcony where you can drink your morning coffee. With the sunlight pouring in through your south-facing windows, you will be sure to enjoy this recently refreshed home. New windows installed in 2023. Great location on the second floor, steps away from our top-notch amenities! Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, wireless internet, trash removal, exterior maintenance, transportation,  ",1
"22","https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-406/home/169835968","MLS Listing",NA,"Condo/Co-op","2200 Hamilton Dr #406","Ames","IA",50014,255000,2,2,"Ames",1120,4212,1986,222,228,2418,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-406/home/169835968","DMMLS","682033","N","Y",42.00225,-93.6454088,"Come for the life, stay for the views. This beautiful newly renovated 2 bedroom 2 bath 4th floor apartment offers the most spectacular views and radiant natural light. Recent renovations to the home: New Whirlpool Electric Range  &  Refrigerator. Gorgeous Brand-new Quartz Countertops in the kitchen giving huge space to cook and entertain, with double-bowl stainless steel sink. The entire unit has been painted with Diamond Vogel paint. The walls are clean and ready for your art. All new windows, casings and frames 2023. This inviting townhome is next to Gateway-Green Hills Greenbelt park. Great place to get out and walk, and take your dog for some exercise. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. There are buses you can take to get groceries or go to an ISU game. Monthly fee includes four dining venues, local phone, wireless internet trash removal, exterior maintenance, transportation, grounds keeping, and more. Come for the views stay for the life. For property video please go to @realtorcblock FB, Instagram, Linkedin.  ",1
"23","https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-503/home/169835973","MLS Listing",NA,"Condo/Co-op","2200 Hamilton Dr #503","Ames","IA",50014,65750,1,1,"Ames",610,2412,1986,103,108,1890,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-503/home/169835973","CIBOR","63838","N","Y",42.00225,-93.6454088,"This home is just right! Enjoy your new lifestyle at Green Hills in this charming one-bedroom and one-bathroom apartment. This home is located on the 5th floor, you can't beat that view! Natural light streams through new windows put in, in 2023. Spend your morning sipping coffee in the breakfast nook just off the kitchen. Great walk in-shower for your convenience and recently refreshed with new controls. 503 has been recently updated with a new thermostat. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, wireless internet, trash removal, exterior maintenance, transportation, grounds keeping, and more! ",1
"24","https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-510/home/169835979","MLS Listing",NA,"Condo/Co-op","2200 Hamilton Dr #510","Ames","IA",50014,90000,1,1,"Ames",644,2656,1986,95,140,2013,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-510/home/169835979","CIBOR","63865","N","Y",42.00225,-93.6454088,"You will be impressed with all the extras found throughout this charming apartment. Conveniently located near the elevator for great access to all the Green Hills amenities. Refreshed LVP flooring throughout for ease in accessibility. Fabulous granite countertops for all your kitchen hobbies! This home features beautiful east facing views from the fifth-floor patio, soft-close drawers, matching cabinets, and drawer pulls throughout. The bathroom is equipped with a walk-in shower and high-rise toilet. Natural light streams through new windows put in, in 2023. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, wireless internet, trash removal, exterior maintenance, transportation, grounds keeping, and more! ",1
"25","https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-607/home/169835980","MLS Listing",NA,"Condo/Co-op","2200 Hamilton Dr #607","Ames","IA",50014,292000,2,2,"Ames",1339,5263,1986,154,218,2727,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2200-Hamilton-Dr-50014/unit-607/home/169835980","CIBOR","63593","N","Y",42.00225,-93.6454088,"This apartment home is a must see! Completely renovated and ready for you to make it yours! A two bedroom/two bathroom apartment home located in our Oaks neighborhood. A unique feature of this home is a in-unit laundry room! Open kitchen with custom floating shelves, new LVT, new carpet, updated bathrooms with new vanities that have cultured marble sinks, comfort toilets, all new appliances. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, wireless internet, trash removal, exterior maintenance, transportation, grounds keeping, and more! ",1
"26","https://www.redfin.com/IA/Ames/2237-Ketelsen-Dr-50010/home/186012743","MLS Listing",NA,"Single Family Residential","2237 Ketelsen Dr","Ames","IA",50010,569900,4,3,"Ames",1609,8861,2023,293,354,30,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2237-Ketelsen-Dr-50010/home/186012743","DMMLS","677610","N","Y",42.075306,-93.63952,"Special Promotion: $5,000 incentive for any changes, upgrades, appliances or rate buy downs! Welcome to the Foxford plan by CCS Homes. This energy efficient home features an open concept with 4 bedrooms and 3 bathrooms. The open kitchen, living, and dining area comes complete with LVP flooring, quartz countertops, and a gas range. You will love all of the light pouring through the windows in the living area along with the warmth of your electric fireplace. The large primary suite includes an upgraded tile shower and walk in closet. Downstairs you are greeted by an entertaining space with a wet bar neatly located under the stairs, along with 2 additional bedrooms and a full bathroom. This home is conveniently located in the Quarry Estates subdivision with easy and quick access to the walking trails of Ada Hayden Park. Do not miss your opportunity to own high quality home, schedule your showing today! ",1
"27","https://www.redfin.com/IA/Ames/2334-Hamilton-Dr-50014/home/169836077","MLS Listing",NA,"Condo/Co-op","2334 Hamilton Dr","Ames","IA",50014,319000,4,3,"Ames",1362,11567,1998,189,234,2367,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2334-Hamilton-Dr-50014/home/169836077","CIBOR","63419","N","Y",42.0016918,-93.6467948,"A hidden gem!  Enjoy the beautiful campus views in this peaceful and spacious townhome. Its 2050 sq. ft. of finished living space plus a large basement area add up to more than 2700 sq. ft. total. Roomy living and dining areas with vaulted ceilings, along with four bedrooms and three bathrooms, make it easy to host family and friends, set up a home office and craft space, and still have ample room for storage and a workshop in the basement. Great location near the gazebo, pond, pocket prairie, and raised garden beds, with easy access to walking trails and the main Green Hills community buildings and amenities. The roof, furnace, and air conditioning system were all recently replaced. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, internet  &  cable TV, trash removal, exterior maintenance, transportation, grounds keeping, and much more! ",1
"28","https://www.redfin.com/IA/Ames/2344-Hilton-Ct-50014/home/169836101","MLS Listing",NA,"Condo/Co-op","2344 Hilton Ct","Ames","IA",50014,350000,3,1.5,"Ames",1333,9162,1986,147,263,2147,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2344-Hilton-Ct-50014/home/169836101","CIBOR","63616","N","Y",42.0006794,-93.6448524,"Bright and Airy! This bright and newly updated townhome has something for everyone. Brew your morning coffee in this light and airy kitchen and then enjoy it on your spacious patio. With a bedroom and bathroom in the basement, your guests will have all the space and privacy they need. Main floor laundry for your convenience. Remodel bathrooms with walk in shower in primary and walk in bathtub for accessible bathing. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, wireless internet, trash removal, exterior maintenance, transportation, grounds keeping, and more! ",1
"29","https://www.redfin.com/IA/Ames/2363-Hamilton-Cir-50014/home/129405691","MLS Listing",NA,"Condo/Co-op","2363 Hamilton Cir","Ames","IA",50014,320000,4,3,"Ames",1994,11581,1986,14,160,2404,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2363-Hamilton-Cir-50014/home/129405691","CIBOR","64411","N","Y",42.001634,-93.6462658,"Location, Location, Location! This is the townhome you have been waiting for. The sellers are ready for you to make an offer - with a $5,000 seller credit included! Four bedrooms and three bathrooms provides ample space to host your family and friends. Beautiful campus views from your living room, kitchen, and bedrooms, and a spacious patio that catches your attention right as you walk in. The upper level includes a private suite, that sets this home apart. Located steps away from the main building, gazebo, raised garden beds and walking trails. Recently refreshed with new paint and updated HVAC in 2021. Second refrigerator included in basement. Smoke-free  &  pet-free. Green Hills, a 55+ community offers a special lifestyle with a wealth of services, life enrichment, educational lectures, recreation, entertainment, swimming pool and fitness center including a theater and wellness programs. Monthly fee includes four dining venues, local phone, internet  &  cable TV, trash removal, exterior maintenance, transportation, grounds keeping, and much more! ",1
"30","https://www.redfin.com/IA/Ames/2400-SE-16th-St-50010/home/189077580","MLS Listing",NA,"Vacant Land","2400 SE 16th St","Ames","IA",50010,1137000,0,NA,"Ames",NA,133729,NA,110,NA,NA,"Active",NA,NA,"https://www.redfin.com/IA/Ames/2400-SE-16th-St-50010/home/189077580","DMMLS","687297","N","Y",42.007855,-93.580466,"3.07 acres of commercial land, zoned HOC with high visibility off US Highway 30 and just off Interstate 35. Surrounded by hotels, convenient stores, restaurants and other high traffic commercial properties.  ",1
